,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
14138,0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon
14205,042516098X,Hornet's Nest,Patricia Daniels Cornwell,1998,Berkley Publishing Group
14255,044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell
14364,0446612790,2nd Chance,James Patterson,2003,Warner Vision
14445,0449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books
14502,0553292722,Still Waters,TAMI HOAG,1992,Bantam
14539,0553571885,A Thin Dark Line (Mysteries &amp; Horror),TAMI HOAG,1998,Bantam
14570,0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books
14657,0425169863,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group
14718,0440234743,The Testament,John Grisham,1999,Dell
14853,0446607657,When the Wind Blows,James Patterson,1999,Warner Vision
14938,0449907481,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,Ballantine Books
14996,0553579606,Ashes to Ashes,TAMI HOAG,2000,Bantam
15044,0553579754,Fear Nothing,DEAN KOONTZ,1998,Bantam
15098,0553580191,Seize the Night,DEAN KOONTZ,1999,Bantam
15134,0671888587,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
15167,0786868716,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion
15351,080410526X,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books
15428,0070212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill
15500,0316693200,2nd Chance,James Patterson,2002,"Little, Brown"
15546,0385508042,The King of Torts,John Grisham,2003,Doubleday Books
15611,0385510438,The Last Juror,John Grisham,2004,Doubleday
15664,1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications
15721,0316777722,Me Talk Pretty One Day,David Sedaris,2000,"Little, Brown"
15764,0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974,HarperTrophy
15821,0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,1992,Plume Books
15851,0679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage
15898,0345435168,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books
15940,0743418174,Good in Bed,Jennifer Weiner,2002,Washington Square Press
16124,0385511612,Bleachers,John Grisham,2003,Doubleday
16186,0061015725,Prey,Michael Crichton,2003,Avon Books
16244,0142004235,East of Eden (Oprah's Book Club),John Steinbeck,2003,Penguin Books
16292,0375707972,The Reader,Bernhard Schlink,1999,Vintage Books USA
16400,0312421273,The Corrections: A Novel,Jonathan Franzen,2002,Picador USA
16446,1400031346,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK)
16491,0345391055,Disclosure,Michael Crichton,1994,Ballantine Books
16556,0380018179,The Thorn Birds,Colleen McCullough,1978,Avon
16616,034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995,Ballantine Books
16638,0373825013,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992,Harlequin
16658,0425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
16682,0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group
16704,0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell
16866,0440213525,The Client,John Grisham,1994,Dell Publishing Company
16991,0440214041,The Pelican Brief,John Grisham,1993,Dell
17133,0440218535,Smilla's Sense of Snow,Peter Hoeg,1997,Island
17157,0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell
17268,0446359866,Presumed Innocent,Scott Turow,1989,Warner Books
17316,0451170385,Four Past Midnight,Stephen King,2001,Signet Book
17351,0671004565,We'll Meet Again,Mary Higgins Clark,2000,Pocket
17383,067976397X,Corelli's Mandolin : A Novel,LOUIS DE BERNIERES,1995,Vintage
17410,0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books
17447,0743225406,The Shipping News : A Novel,Annie Proulx,2001,Scribner
17497,0316769487,The Catcher in the Rye,J.D. Salinger,1991,"Little, Brown"
17667,0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992,Avon
17710,0345441036,Black House,Stephen King,2002,Ballantine Books
17749,0449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books
17840,0452264464,Beloved (Plume Contemporary Fiction),Toni Morrison,1994,Plume
17906,0449005615,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002,Ballantine Books
17987,0440235162,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company
18035,0385502532,Drowning Ruth,Christina Schwarz,2000,Doubleday
18070,0553272535,Night,Elie Wiesel,1982,Bantam Books
18133,076790592X,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,2002,Broadway
18163,0061097314,The Bean Trees,Barbara Kingsolver,1998,HarperTorch
18211,0060915544,The Bean Trees,Barbara Kingsolver,1989,Perennial
18301,0380789019,Neverwhere,Neil Gaiman,1998,Avon
18399,067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA
18585,0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial
18819,0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books
19037,0446675059,The Honk and Holler Opening Soon,Billie Letts,1999,Warner Books
19083,0440226430,Summer Sisters,Judy Blume,1999,Dell Publishing Company
19232,006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins
19262,0451163966,One Flew Over the Cuckoo's Nest,Ken Kesey,1989,Signet Book
19306,0452269571,Bastard Out of Carolina,Dorothy Allison,1993,Plume Books
19358,0375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA
19462,0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor
19557,038542471X,The Client,John Grisham,1993,Doubleday Books
19594,0446532231,"Dude, Where's My Country?",Michael Moore,2003,Warner Books
19675,0446670251,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books
19743,0670880728,Bridget Jones's Diary,Helen Fielding,1998,Viking Books
19789,0679429220,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,Random House
19879,0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum,1993,Ivy Books
19920,0452283205,Falling Angels,Tracy Chevalier,2002,Plume Books
19972,0684865742,Tis: A Memoir,Frank McCourt,2000,Scribner
20018,0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone
20102,0743437802,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2003,Pocket
20131,0312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks
20157,0312983824,Faking It,Jennifer Crusie,2003,St. Martin's Paperbacks
20202,0451203771,Scarlet Feather,Maeve Binchy,2002,Signet Book
20251,051512317X,Rising Tides,Nora Roberts,2001,Jove Books
20280,0515124214,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books
20307,051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books
20351,0515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books
20395,0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns
20440,0425147517,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group
20464,0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway
20518,0451169530,The Stand: Complete and Uncut,Stephen King,1991,Signet Book
20578,0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown"
20624,0345353145,Sphere,MICHAEL CRICHTON,1988,Ballantine Books
20738,0345354613,Eaters of the Dead,MICHAEL CRICHTON,1988,Ballantine Books
20772,0345378482,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books
20830,0345378490,Congo,Michael Crichton,1995,Ballantine Books
20912,0345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books
20992,0345402871,Airframe,Michael Crichton,1997,Ballantine Books
21054,034540288X,The Lost World,Michael Crichton,1996,Ballantine Books
21134,0345417623,Timeline,MICHAEL CRICHTON,2000,Ballantine Books
21271,0399145087,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group
21305,0684874350,ANGELA'S ASHES,Frank McCourt,1996,Scribner
21412,0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion
21491,0345384369,Intensity,DEAN KOONTZ,1996,Ballantine Books
21531,0345386108,Winter Moon,Dean R. Koontz,1995,Ballantine Books
21564,0425153975,The Eyes of Darkness,Dean R. Koontz,1996,Berkley Publishing Group
21597,0440206154,Red Dragon,Thomas Harris,2000,Dell Publishing Company
21725,0446603589,Absolute Power,David Baldacci,1996,Warner Books
21759,0446611778,Last Man Standing,David Baldacci,2002,Warner Vision
21793,1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications
21854,044651652X,The Bridges of Madison County,Robert James Waller,1992,Warner Books
21977,034543479X,A Widow for One Year,JOHN IRVING,2001,Fawcett
22004,0804115761,Thousand Acres,JANE SMILEY,1996,Ivy Books
22031,0743203631,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone
22070,0449003795,P Is for Peril,Sue Grafton,2002,Ballantine Books
22133,0451206525,Dead Sleep,Greg Iles,2002,Signet Book
22166,0515130389,Carolina Moon,Nora Roberts,2001,Jove Books
22219,0553564528,Guilty as Sin,TAMI HOAG,1997,Bantam
22249,0804111359,Secret History,DONNA TARTT,1993,Ballantine Books
22307,0140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books
22358,0375702709,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA
22418,0446605239,The Notebook,Nicholas Sparks,1998,Warner Books
22568,0312924801,September,Rosamunde Pilcher,1991,St. Martin's Press
22597,0385472951,The Partner,John Grisham,1997,Doubleday Books
22644,0375727345,House of Sand and Fog,Andre Dubus III,2000,Vintage Books
22804,0060958022,Five Quarters of the Orange,Joanne Harris,2002,Perennial
22859,0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books
23064,0440235596,Tara Road,Maeve Binchy,2000,Dell Publishing Company
23134,0446606812,Message in a Bottle,Nicholas Sparks,1999,Warner Vision
23229,0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket
23264,0671673688,While My Pretty One Sleeps,Mary Higgins Clark,1990,Pocket
23290,0671867091,Remember Me,Mary Higgins Clark,1995,Pocket
23322,0316693235,Violets Are Blue,James Patterson,2001,"Little, Brown"
23365,0399146253,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Publishing Group
23395,0399150897,Blow Fly: A Scarpetta Novel,Patricia Cornwell,2003,Putnam Publishing Group
23443,0425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group
23477,044022103X,One True Thing,Anna Quindlen,1995,Dell
23520,0446613266,Four Blind Mice,James Patterson,2003,Warner Books
23558,068484477X,STONES FROM THE RIVER,Ursula Hegi,1997,Touchstone
23651,0446612545,The Beach House,James Patterson,2003,Warner Books
23724,0451524934,1984,George Orwell,1990,Signet Book
23812,0142000205,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books
23907,0345439104,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,2001,Ballantine Books
23985,0373218192,Engaging The Enemy,Nora Roberts,2003,Silhouette
24023,0373484003,Irish Hearts,Nora Roberts,2000,Silhouette
24050,042510107X,Red Storm Rising,Tom Clancy,1997,Berkley Publishing Group
24092,0425180964,The Bear and the Dragon (Jack Ryan Novels),Tom Clancy,2001,Berkley Publishing Group
24131,0440122090,Echoes,Maeve Binchy,1989,Dell
24163,0446611867,A Bend in the Road,Nicholas Sparks,2002,Warner Books
24241,0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette
24274,0385498802,Bee Season: A Novel,Myla Goldberg,2001,Anchor Books/Doubleday
24335,0425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,Berkley Publishing Group
24404,0688177859,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,2000,Perennial
24434,0802139256,Peace Like a River,Leif Enger,2002,Grove Press
24470,014025448X,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books
24541,0385497466,The Brethren,JOHN GRISHAM,2000,Doubleday
24594,0060977493,The God of Small Things,Arundhati Roy,1998,Perennial
24670,0743460529,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket
24702,0446604666,Sick Puppy,Carl Hiaasen,2001,Warner Vision
24751,1878424319,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing
24795,039592720X,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co
