,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
1498,0060930934,Wasted : A Memoir of Anorexia and Bulimia,Marya Hornbacher,1999,Perennial
1505,0060951303,La casa de los espÃ­ritus,Isabel Allende,1995,Rayo
1508,0140154078,The Music of Chance,Paul Auster,1993,Penguin Books
1515,0140327592,Matilda,Roald Dahl,1990,Viking Penguin Inc
1519,0151010633,Q,Luther Blissett,2004,Harcourt
1520,0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
1852,0345391810,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1995,Ballantine Books
1872,0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday
2137,0439284031,Harry Potter Schoolbooks: Quidditch Through the Ages and Fantastic Beasts and Where to Find Them,J .K. Rowling,2001,Scholastic
2139,0449221148,High Stakes,Dick Francis,1993,Fawcett Books
2144,0451527747,Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll,2000,Signet Classics
2151,0486282112,Frankenstein (Dover Thrift Editions),Mary Wollstonecraft Shelley,1994,Dover Publications
2159,0486424499,Jane Eyre (Dover Thrift Editions),Charlotte Bronte,2003,Dover Publications
2166,0613329740,Quidditch Through the Ages,J. K. Rowling,2001,Sagebrush Education Resources
2178,067172939X,Dark Angel (Casteel),V.C. Andrews,1990,Pocket
2185,0671729438,Gates of Paradise (Casteel),V.C. Andrews,1990,Pocket
2193,0679745580,In Cold Blood (Vintage International),TRUMAN CAPOTE,1994,Vintage
2204,0804106304,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
2315,0971880107,Wild Animus,Rich Shapero,2004,Too Far
2500,2290309494,Virgin suicides,Eugenides Jeffrey,2000,J'ai lu
2502,2742739351,Les Soldats de Salamine,Javier Cercas,2002,Actes Sud
2504,8408011200,El Hermano Pequeno (Serie Carvalho),Manuel Vazquez Montalban,1995,Planeta Pub Corp
2507,8423325105,NADA,Carmen Laforet,1999,Destino Ediciones
2510,8440627203,El mÃ©dico,Noah Gordon,1992,Ediciones B
2514,8495501090,El ocho,Katherine Neville,2001,Punto de Lectura
2523,8495501198,Memorias de una geisha,Arthur Golden,2001,Suma de Letras
2531,950491036X,La Sombra del Viento,Carlos Ruiz Zafon,2003,Planeta
2539,059030271X,Charlotte's Web,E. B. White,1974,Scholastic Paperbacks (T)
2553,0590453661,"Stay Out of the Basement (Goosebumps, No 2)",R. L. Stine,1995,Scholastic
2558,0590483404,"A Shocker on Shock Street (Goosebumps, No 35)",R. L. Stine,1995,Scholastic
2564,0671021354,Child of the Hunt (Buffy the Vampire Slayer),Christopher Golden,1998,Simon Spotlight Entertainment
2566,0671026283,Visitors (Buffy the Vampire Slayer),Laura Anne Gilman,1999,Simon Spotlight Entertainment
2567,0671727109,My Teacher Fried My Brains (MY TEACHER BOOKS),Bruce Coville,1991,Aladdin
2569,0060964049,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,1989,Perennial
2593,0380807343,Coraline,Neil Gaiman,2003,HarperTrophy
2615,0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic
2717,2020564777,Bouquiner : Autobiobibliographie,Annie FranÃ?Â§ois,2002,Seuil
2722,2020591944,Twist tropique,Francis Mizio,2003,Seuil
2725,2070378411,L'Enchanteur,RenÃ?Â© Barjavel,1987,Gallimard
2726,2070404587,Le Liseur,Berhard Schlink,0,Folio
2730,2070406962,Des chrÃ?Â©tiens et des maures,Daniel Pennac,1999,Gallimard
2736,2070725804,Comme un roman,Daniel Pennac,1992,Gallimard
2739,2226070109,Un aller simple: Roman,Didier van Cauwelaert,1994,Albin Michel
2743,2226135022,Oscar et la dame rose,Eric-Emmanuel Schmitt,2002,Albin Michel
2751,2253049417,"Bilbo, Le Hobbit",J. R. R. Tolkien,2002,Pocket (FR)
2757,2264031158,"Amour, Prozac, et autres curiositÃ?Â©s",Lucia Etxebarria,2000,Editions 10/18
2761,2266102621,Les Heures / The Hours,Michael Cunningham,2001,Pocket (FR)
2768,2266104535,Et Si C'Etait Vrai / If This Were Only True,Marc Levy,2001,Pocket
2779,2277302228,The Nazis and the Metro,Didier Daeninckx,0,Editions 84
2785,2290308285,"Le Cycle d'Ender, tome 1 : La StratÃ?Â©gie Ender",Scott Card Orson,2001,J'ai lu
2791,2290312924,"Le Cycle d'Ender, tome 2 : La Voix des morts",Scott Card Orson,2001,J'ai lu
2796,2895400644,J'Ã?Â©tais si timide que j'ai mordu la maÃ?Â®tresse,Minne,2003,Les 400 coups
2801,2907572121,Les bruines de Lanester,Jean Failler,2003,Du Palemon
2804,3453150538,Weit wie das Meer.,Nicholas Sparks,1999,Heyne
2805,0140187758,O Pioneers! (Penguin Twentieth-Century Classics),Willa Cather,1994,Penguin Books
2807,0316154601,Lost Light,Michael Connelly,2003,"Little, Brown"
2814,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
2993,2070419657,Soie,Alessandro Baricco,2001,Gallimard
2998,2253063339,Les Fourmis,Bernard Werber,2002,LGF
3010,2253137243,Le Jour des fourmis,Bernard Werber,1995,LGF
3016,2253144452,La RÃ?Â©volution des fourmis,Bernard Werber,1998,LGF
3024,2264027134,Haute FidÃ?Â©litÃ?Â©,Nick Hornby,1999,Editions 10/18
3031,226612269X,Ou Es-Tu?,Marc Levy,2003,Distribooks Inc
3036,2290318329,L'Homme aux cercles bleus,Fred Vargas,2002,J'ai lu
3041,2878580753,Un peu plus loin sur la droite (Chemins nocturnes),Fred Vargas,1996,V. Hamy
3044,8423310353,El Camino (Coleccion Destinolibro),Miguel Delibes,1991,Continental Book Company
3052,0446310786,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company
3186,3423118709,Title Kassandra. ErzÃ?Â¤hlung. ( Sammlung Luchterhand im dtv).,Christa Wolf,1993,Dtv
3190,3442723078,Die Asche Meiner Mutter,Frank McCourt,1999,"Wilhelm Goldmann Verlag, GmbH"
3192,0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
3271,0312864590,"Crossroads of Twilight (The Wheel of Time, Book 10)",Robert Jordan,2003,Tor Fantasy
3274,0345348664,The Illearth War (Chronicles of Thomas Covenant the Unbeliever),Stephen R. Donaldson,1989,Del Rey Books
3278,0345348672,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, Book 3)",Stephen R. Donaldson,1993,Del Rey Books
3284,0345354621,The Terminal Man,Michael Crichton,1988,Ballantine Books
3304,0345385764,Night Manager,JOHN LE CARRE,1994,Ballantine Books
3307,0345435036,Crying Wolf,PETER ABRAHAMS,2001,Fawcett
3309,0425104273,The First Deadly Sin,Lawrence Sanders,1993,Berkley Publishing Group
3312,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group
3348,0440218667,The Select,F. Paul Wilson,1995,Dell
3352,0440220602,The Chamber,John Grisham,1995,Dell Publishing Company
3437,0451180054,Trial by Fire,Nancy Taylor Rosenberg,1996,Signet Book
3447,0451198514,Stealing Faces,Michael Prescott,1999,Signet Book
3453,0515131520,Darkling I Listen,Katherine Sutcliffe,2001,Jove Books
3457,0553266306,The Day of the Jackal,Frederick Forsyth,1982,Bantam Books
3459,0765342987,Kushiel's Dart,Jacqueline Carey,2002,Tor Books
3477,0812550307,"The Fires of Heaven (The Wheel of Time, Book 5)",Robert Jordan,1994,Tor Fantasy
3492,0843949163,In the Dark,Richard Laymon,2001,Leisure Books
3496,0886773741,Tailchaser's Song,Tad Williams,1994,Daw Books
3503,0886774802,"Stone of Farewell (Memory, Sorrow, and Thorn, Book 2)",Tad Williams,1994,Daw Books
3512,0886774829,"Stronghold (Dragon Star, Book 1)",Melanie Rawn,1994,Daw Books
3521,0886775426,"The Dragon Token (Dragon Star, Book 2)",Melanie Rawn,1994,Daw Books
3528,0886775957,"Skybowl (Dragon Star, Book 3)",Melanie Rawn,1994,Daw Books
3537,1572971835,Courage Under Fire,Patrick Sheane Duncan,1996,Berkley Publishing Group
3540,0590417827,"Karen's Kittycat Club (Baby-Sitters Little Sister, 4)",Ann M. Martin,1989,Scholastic Paperbacks
3542,0590436422,"Karen's Home Run (Baby-Sitters Little Sister, 18)",Ann M. Martin,1991,Scholastic
3544,0590436465,Baby-Sitters Little Sister #14:  Karen's New Year,Ann M. Martin,1995,Scholastic
3546,059043649X,"Karen's Ghost (Baby-Sitters Little Sister, 12)",Ann M. Martin,1990,Scholastic
3547,0590442988,"Karen's Little Sister (Baby-Sitters Little Sister, 6)",Ann M. Martin,1990,Scholastic
3548,0590442996,"Karen's Worst Day (Baby-Sitters Little Sister, 3)",Ann M. Martin,1990,Scholastic
3551,0590448595,"Karen's School Trip (Baby-Sitters Little Sister, 24)",Ann M. Martin,1992,Scholastic Paperbacks (Mm)
3554,0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial
3576,0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
3613,0689817851,Go Ask Alice,Anonymous,1998,Simon Pulse
3642,0874869870,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,1999,Plough Publishing House
3654,0061083259,Dreamcatcher,Dinah McCall,1996,HarperTorch
3657,0061087017,Legend,Sharon Sala,1998,HarperTorch
3658,0061094404,Power of a Woman,Barbara Taylor Bradford,1998,HarperTorch
3663,0671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star
3696,0684845768,COAST ROAD : A NOVEL,Barbara Delinsky,1998,Simon &amp; Schuster
3699,0312244266,Winter Solstice,Rosamunde Pilcher,2000,Thomas Dunne Books
3717,3423202327,MÃ?Â¶rder ohne Gesicht.,Henning Mankell,1999,Dtv
3726,3492045170,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,Michael Moore,2003,Piper
3741,3499101505,Der Richter Und Sein Henker,Friedrich Duerenmatt,2000,Distribooks Inc
3746,3548359698,Warum MÃ?Â¤nner nicht zuhÃ?Â¶ren und Frauen schlecht einparken.,Allan Pease,2000,Ullstein Tb
3757,3596214629,"Herr Der Fliegen (Fiction, Poetry and Drama)",Golding,0,Fischer Taschenbuch Verlag GmbH
3761,0671011367,Deja Dead,Kathy Reichs,1998,Pocket
3789,0618045996,Riding the Bus with My Sister: A True Life Journey,Rachel Simon,2002,Houghton Mifflin Company
3797,0671025368,The Coldest Winter Ever,Sister Souljah,2000,Pocket
3799,0553581112,Justice Hall: A Mary Russell Novel (Mary Russell Novels (Paperback)),Laurie R. King,2003,Bantam Books
3803,0805047379,The Sweetheart Season: A Novel,Karen Joy Fowler,1996,Henry Holt &amp; Company
3807,0373250223,Name &amp; Address Withheld (Red Dress Ink (Paperback)),Jane Sigaloff,2002,Red Dress Ink
3819,9681500830,El Principito/Little Prince,Antonie De Saint,1998,"Editores Mexicanos Unidos, S.A."
3822,0425182150,Perish Twice,Robert B. Parker,2001,Berkley Publishing Group
3828,1883473004,Mutant Message: Down Under,Marlo Morgan,1992,Bookpeople
3832,0061007129,Kane &amp; Abel,Jeffrey Archer,1993,HarperTorch
3834,0061000027,Dance Hall of the Dead (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch
3847,0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy
3877,0880381736,"Dragons of Autumn Twilight (Dragonlance Chronicles, Vol 1)",Margaret Weis,1990,TSR
3890,0880381744,Dragons of Winter Night,Margaret Weis,1985,Wizards of the Coast
3897,0060505885,The Scandalous Summer of Sissy LeBlanc : A Novel,Loraine Despres,2002,Perennial
3911,0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch
3947,0312283709,Running with Scissors,Augusten Burroughs,2002,St. Martin's Press
3963,0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks
4020,0380731851,Mystic River,Dennis Lehane,2002,HarperTorch
4074,0446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision
4118,0446611212,Violets Are Blue,James Patterson,2002,Warner Vision
4169,0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book
4194,0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press
4252,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
4362,0743407067,The First Time,Joy Fielding,2001,Pocket Star
4376,074343627X,Dreamcatcher,Stephen King,2001,Pocket
4413,0786013230,Out of Sight,T. J. MacGregor,2002,Pinnacle Books
4416,3426615355,How to be good.,Nick Hornby,2003,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
4417,3442435838,Die PrÃ?Â¼fung.,F. Paul Wilson,1996,Goldmann
4419,3442455707,MilitÃ?Â¤rmusik.,Wladimir Kaminer,2003,Goldmann
4425,0330262130,Restaurant At the End of the Universe,Douglas Adams,0,Pan Books Ltd
4445,0385720920,Choke,CHUCK PALAHNIUK,2002,Anchor
4463,0393319296,Invisible Monsters,Chuck Palahniuk,1999,W.W. Norton &amp; Company
4485,0553262505,"A Wizard of Earthsea (Earthsea Trilogy, Book 1)",URSULA K. LE GUIN,1984,Bantam
4510,0805062971,Fight Club,Chuck Palahniuk,1999,Owl Books
4537,3257228007,Das Parfum: Die Geschichte Eines Morders,Patrick Suskind,1994,Distribooks Inc
4551,3453171500,Nackt.,David Sedaris,2000,Heyne
4552,0590108395,"The Hidden Stairs and the Magic Carpet (Secret of Droon, No 1)",Tony Abbott,1999,Scholastic
4555,3442451353,Das Wunschspiel.,Patrick Redmond,2002,Goldmann
4558,1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books
4589,0434009407,Hannibal,Thomas Harris,0,William Heinemann Ltd(england
4592,0375700668,A Samba for Sherlock,Jo Soares,1998,Vintage Books USA
4594,8472230082,Relato de un nÃ¡ufrago,Gabriel Garcia Marquez,1984,Tusquets
4598,0064404773,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,1993,HarperCollins Publishers
4609,0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins
4684,081297106X,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003,Random House Trade Paperbacks
4700,0066210151,The Book of Shadows: A Novel,James Reese,2002,William Morrow
4704,0425191184,Red Rabbit,Tom Clancy,2003,Berkley Publishing Group
4716,0751503894,The Physician,Noah Gordon,2001,Warner Futura
4722,0385503822,The Summons,John Grisham,2002,Doubleday Books
4765,0399138684,The Cat Who Came to Breakfast (Cat Who... (Hardcover)),Lilian Jackson Braun,1994,Putnam Pub Group
4771,0425189864,Mortal Prey,John Sandford,2003,Berkley Publishing Group
4786,0440236053,Writ of Execution,Perri O'Shaughnessy,2002,Dell Publishing Company
4801,0440241073,The Summons,John Grisham,2002,Dell Publishing Company
4886,0553586122,Reap the Wind,Iris Johansen,2002,Bantam Books
4909,0865472807,Hard Laughter: A Novel,Anne Lamott,1987,North Point Press
4912,0312960344,Pandora's Clock,John J. Nance,1996,St. Martin's Press
4918,055358068X,The Least Likely Bride,Jane Feather,2000,Bantam
4925,0688174590,Kisscut : A Novel,Karin Slaughter,2002,William Morrow
4928,031286504X,I Am Legend,Richard Matheson,1997,Orb Books
4939,0345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
5037,0375756981,The Vagina Monologues: The V-Day Edition,Eve Ensler,2000,Villard Books
5064,0553382411,The Elegant Gathering of White Snows,KRIS RADISH,2003,Bantam
5071,0671027662,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books
5093,0767903382,Tender at the Bone: Growing Up at the Table,Ruth Reichl,1999,Broadway Books
5106,1558744592,A 4th Course of Chicken Soup for the Soul: 101 More Stories to Open the Heart and Rekindle the Spirit,Jack Canfield,1997,Health Communications
5121,0312979517,The Tin Collectors : A Novel (A Shane Scully Novel),Stephen J. Cannell,2002,St. Martin's Paperbacks
5131,0316152196,Angels Flight (Detective Harry Bosch Mysteries),Michael Connelly,1999,Little Brown &amp; Co
5134,0316154059,City of Bones,Michael Connelly,2002,Warner Books
5149,0316287555,Day of Confession,Allan Folsom,1998,"Little, Brown"
5159,034541389X,Flesh and Blood,Jonathan Kellerman,2002,Ballantine Books
5189,0345450175,Balance of Power,RICHARD NORTH PATTERSON,2003,Ballantine Books
5196,0345452550,A Cold Heart: An Alex Delaware Novel,JONATHAN KELLERMAN,2003,Ballantine Books
5214,0380975017,Devil's Claw: A Joanna Brady Mystery,J.A. Jance,2000,William Morrow
5220,0399146504,The Devil's Code,John Sandford,2000,G. P. Putnam's Sons
5228,0399146687,Perish Twice,Robert B. Parker,2000,Putnam Publishing Group
5233,0399147101,Potshot,Robert B. Parker,2001,G. P. Putnam's Sons
5240,0399147322,McNally's Chance,Lawrence Sanders,2001,G. P. Putnam's Sons
5243,0399148337,Midnight Runner,Jack Higgins,2002,Putnam Publishing Group
5248,0399148450,Widow's Walk (Spenser Mysteries (Hardcover)),Robert Parker,2002,Putnam Publishing Group
5258,0399148639,Mortal Prey,John Sandford,2002,Putnam Publishing Group
5279,0399148728,Fire Ice: A Novel from the NUMA Files,Clive Cussler,2002,Putnam Publishing Group
5284,0399149783,Monkeewrench,P. J. Tracy,2003,Putnam Publishing Group
5294,0399150870,Stone Cold: A Jesse Stone Novel,Robert B. Parker,2003,Putnam Publishing Group
5303,0399151451,Bad Business,Robert B. Parker,2004,Putnam Publishing Group
5317,0399151478,Live Bait,P. J. Tracy,2004,Putnam Publishing Group
5322,0425183181,A Little Magic,Nora Roberts,2002,Berkley Publishing Group
5330,0440111323,A Catskill Eagle,Robert B. Parker,1993,Dell Publishing Company
5337,0440122147,Early Autumn,Robert B. Parker,1992,Dell Publishing Company
5341,0440221463,All Our Yesterdays,ROBERT PARKER,1995,Dell
5345,0446519480,An Isolated Incident,Susan R. Sloan,1998,Warner Books Inc
5347,0449221512,I Is for Innocent,Sue Grafton,1994,Fawcett Books
5391,0670894184,Back Roads,Tawni O'Dell,2000,Viking Books
5414,0671024094,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,1999,Pocket Books
5433,0679450408,Silent Witness,Richard North Patterson,1997,Random House Inc
5447,0684846608,Fountain Society : A NOVEL,Wes Craven,1999,Simon &amp; Schuster
5450,074320607X,"Nighttime Is My Time (Clark, Mary Higgins)",Mary Higgins Clark,2004,Simon &amp; Schuster
5465,0743486226,Angels &amp; Demons,Dan Brown,2003,Atria
5482,0804109990,Homicide: A Year on the Killing Streets,David Simon,1993,Ivy Books
5483,0812571118,Hope of Earth (Geodyssey),Piers Anthony,1998,Tor Fantasy
5486,0380724987,Justice (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1996,Avon
5492,0380726246,Prayers for the Dead : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1997,Avon
