,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
1451,3442437717,Asche zu Asche.,Elizabeth George,1997,Goldmann
1457,3442444020,Denn sie betrÃ?Â¼gt man nicht.,Elizabeth George,1999,Goldmann
1460,3442446414,Mit dem KÃ?Â¼hlschrank durch Irland.,Tony Hawks,2000,Goldmann
1467,3442448530,Die HirnkÃ?Â¶nigin.,Thea Dorn,2001,Goldmann
1472,3551551677,Harry Potter und der Stein der Weisen,Joanne K. Rowling,1999,Carlsen Verlag GmbH
1485,3551551685,Harry Potter und die Kammer des Schreckens,Joanne K. Rowling,2000,Carlsen Verlag GmbH
1496,3551551693,Harry Potter und der Gefangene von Azkaban,J. K. Rowling,1999,Carlsen Verlag GmbH
1506,3551551936,Harry Potter Und Der Feuerkelch,Joanne K. Rowling,1999,Carlsen Verlag GmbH
1515,3453061187,Die Jury. Roman.,John Grisham,1992,Heyne
1523,3453071174,Die Firma. Roman.,John Grisham,1993,Heyne
1534,3453127013,Der Regenmacher.,John Grisham,1997,Heyne
1542,3596122279,Das Superwieb,Hera Lind,2002,Distribooks Inc
1553,0449217264,Alaska,James A. Michener,1994,Fawcett Books
1568,0843946415,Alone with the Dead (Joe Keough Mysteries (Paperback)),Robert J. Randisi,1999,Leisure Books
1569,2253005274,Le Grand Meaulnes (Classiques De Poche),Alain-Fournier,2000,Distribooks Inc
1578,0140328742,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,1988,Penguin USA
1585,0836218833,Attack Of The Deranged Mutant Killer Snow Goons,Bill Watterson,1992,Andrews McMeel Publishing
1604,0836220889,Calvin and Hobbes,Bill Watterson,1987,Andrews McMeel Publishing
1626,088365721X,"The Best of Bombeck: At Wit's End, Just Wait Until You Have Children of Your Own, I Lost Everything in the Post-Natal Depression",Erma Bombeck,1994,BBS Publishing Corporation
1631,3257227264,Die HÃ?Â¤upter meiner Lieben.,Ingrid Noll,2000,Diogenes Verlag
1644,3423201509,Die Weiss Lowin / Contemporary German Lit,Henning Mankell,2002,Distribooks
1658,0345423402,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002,Ballantine Books
1692,3404131606,Nachtschicht.,Stephen King,2003,LÃ?Â¼bbe
1699,3404139178,Das Lacheln der Fortuna: Historischer Roman,Rebecca Gable,1997,LÃ?Â¼bbe
1705,3442421357,Im Eishaus.,Minette Walters,1996,Goldmann
1711,345309221X,Die Zauberin von Ruwenda.,Marion Zimmer Bradley,1995,Heyne
1715,3596129389,Die Zauberfrau.,Hera Lind,1995,"Fischer (Tb.), Frankfurt"
1721,3596237874,Beim Naechsten Mann Wird Alles (Frau in Der Gesellschaft),Eva Heller,1997,Fischer Taschenbuch Verlag GmbH
1728,3596247500,Ein Mann fÃ?Â¼r jede Tonart. Roman. ( Die Frau in der Gesellschaft).,Hera Lind,2000,"Fischer (Tb.), Frankfurt"
1735,044020562X,One,Richard Bach,1989,Dell
1753,042518109X,Whispers,Dean R. Koontz,2001,Berkley Publishing Group
1769,0425188221,Shadowland,Peter Straub,2003,Berkley Publishing Group
1772,0688172377,Desert Flower : The Extraordinary Journey Of A Desert Nomad,Waris Dirie,1999,Perennial
1777,8806155873,Un Giorno Dopo L'altro,Carlo Lucarelli,2000,Einaudi
1778,8817106100,Oceano Mare,Alessandro Baricco,0,Biblioteca Universale Rizzoli
1789,0151446474,The Name of the Rose,Umberto Eco,1983,Harcourt
1797,0064430227,Harold and the Purple Crayon 50th Anniversary Edition (Purple Crayon Books),Crockett Johnson,1981,HarperTrophy
1801,0671723650,How To Win Friends And Influence People,Dale Carnegie,1990,Pocket
1812,0812533550,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1986,Tor Books
1822,884590184X,Siddharta Romanzo Versione Di M Mila,Hermann Hesse,0,Adelphi Book Shop Ltd
1827,0446613843,The Jester,James Patterson,2004,Warner Books
1847,0440241537,The King of Torts,JOHN GRISHAM,2003,Dell
1920,0060542845,The Holiday Present,Johanna Lindsey,2003,Avon Books
1928,1551666308,"Roan (Blake, Jennifer, Louisiana Gentlemen Series.)",Jennifer Blake,2000,Mira
1929,042513976X,Close to the Bone,David Wiltse,1993,Berkley Publishing Group
1930,0441008291,The Tower at Stony Wood,Patricia A. McKillip,2001,Ace Books
1932,002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994,John Wiley &amp; Sons Inc
2001,0060520507,"Sushi for Beginners : A Novel (Keyes, Marian)",Marian Keyes,2003,William Morrow
2009,0060930934,Wasted : A Memoir of Anorexia and Bulimia,Marya Hornbacher,1999,Perennial
2017,0060951303,La casa de los espÃ­ritus,Isabel Allende,1995,Rayo
2022,0140154078,The Music of Chance,Paul Auster,1993,Penguin Books
2031,0140327592,Matilda,Roald Dahl,1990,Viking Penguin Inc
2036,0151010633,Q,Luther Blissett,2004,Harcourt
2037,0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown"
2520,0345391810,The Restaurant at the End of the Universe (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1995,Ballantine Books
2550,0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday
2919,0439284031,Harry Potter Schoolbooks: Quidditch Through the Ages and Fantastic Beasts and Where to Find Them,J .K. Rowling,2001,Scholastic
2922,0449221148,High Stakes,Dick Francis,1993,Fawcett Books
2927,0451527747,Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll,2000,Signet Classics
2937,0486282112,Frankenstein (Dover Thrift Editions),Mary Wollstonecraft Shelley,1994,Dover Publications
2950,0486424499,Jane Eyre (Dover Thrift Editions),Charlotte Bronte,2003,Dover Publications
2957,0613329740,Quidditch Through the Ages,J. K. Rowling,2001,Sagebrush Education Resources
2969,067172939X,Dark Angel (Casteel),V.C. Andrews,1990,Pocket
2977,0671729438,Gates of Paradise (Casteel),V.C. Andrews,1990,Pocket
2985,0679745580,In Cold Blood (Vintage International),TRUMAN CAPOTE,1994,Vintage
3001,0804106304,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12)
3161,0971880107,Wild Animus,Rich Shapero,2004,Too Far
3496,1853262404,Heart of Darkness (Wordsworth Collection),Joseph Conrad,1998,NTC/Contemporary Publishing Company
3497,2290309494,Virgin suicides,Eugenides Jeffrey,2000,J'ai lu
3502,2742739351,Les Soldats de Salamine,Javier Cercas,2002,Actes Sud
3505,8408011200,El Hermano Pequeno (Serie Carvalho),Manuel Vazquez Montalban,1995,Planeta Pub Corp
3508,8423325105,NADA,Carmen Laforet,1999,Destino Ediciones
3513,8440627203,El mÃ©dico,Noah Gordon,1992,Ediciones B
3518,8495501090,El ocho,Katherine Neville,2001,Punto de Lectura
3530,8495501198,Memorias de una geisha,Arthur Golden,2001,Suma de Letras
3542,950491036X,La Sombra del Viento,Carlos Ruiz Zafon,2003,Planeta
3551,059030271X,Charlotte's Web,E. B. White,1974,Scholastic Paperbacks (T)
3574,0590453661,"Stay Out of the Basement (Goosebumps, No 2)",R. L. Stine,1995,Scholastic
3580,0590483404,"A Shocker on Shock Street (Goosebumps, No 35)",R. L. Stine,1995,Scholastic
3586,0671021354,Child of the Hunt (Buffy the Vampire Slayer),Christopher Golden,1998,Simon Spotlight Entertainment
3590,0671026283,Visitors (Buffy the Vampire Slayer),Laura Anne Gilman,1999,Simon Spotlight Entertainment
3593,0671727109,My Teacher Fried My Brains (MY TEACHER BOOKS),Bruce Coville,1991,Aladdin
3595,0060964049,"Tales of the City (Tales of the City Series, V. 1)",Armistead Maupin,1989,Perennial
3628,0380807343,Coraline,Neil Gaiman,2003,HarperTrophy
3653,0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic
3770,2020564777,Bouquiner : Autobiobibliographie,Annie FranÃ?Â§ois,2002,Seuil
3776,2020591944,Twist tropique,Francis Mizio,2003,Seuil
3779,2070378411,L'Enchanteur,RenÃ?Â© Barjavel,1987,Gallimard
3782,2070404587,Le Liseur,Berhard Schlink,0,Folio
3786,2070406962,Des chrÃ?Â©tiens et des maures,Daniel Pennac,1999,Gallimard
3792,2070725804,Comme un roman,Daniel Pennac,1992,Gallimard
3796,2226070109,Un aller simple: Roman,Didier van Cauwelaert,1994,Albin Michel
3801,2226135022,Oscar et la dame rose,Eric-Emmanuel Schmitt,2002,Albin Michel
3812,2253049417,"Bilbo, Le Hobbit",J. R. R. Tolkien,2002,Pocket (FR)
3818,2264031158,"Amour, Prozac, et autres curiositÃ?Â©s",Lucia Etxebarria,2000,Editions 10/18
3823,2266102621,Les Heures / The Hours,Michael Cunningham,2001,Pocket (FR)
3830,2266104535,Et Si C'Etait Vrai / If This Were Only True,Marc Levy,2001,Pocket
3842,2277302228,The Nazis and the Metro,Didier Daeninckx,0,Editions 84
3848,2290308285,"Le Cycle d'Ender, tome 1 : La StratÃ?Â©gie Ender",Scott Card Orson,2001,J'ai lu
3856,2290312924,"Le Cycle d'Ender, tome 2 : La Voix des morts",Scott Card Orson,2001,J'ai lu
3861,2895400644,J'Ã?Â©tais si timide que j'ai mordu la maÃ?Â®tresse,Minne,2003,Les 400 coups
3866,2907572121,Les bruines de Lanester,Jean Failler,2003,Du Palemon
3869,3453150538,Weit wie das Meer.,Nicholas Sparks,1999,Heyne
3871,0140187758,O Pioneers! (Penguin Twentieth-Century Classics),Willa Cather,1994,Penguin Books
3875,0316154601,Lost Light,Michael Connelly,2003,"Little, Brown"
3884,059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books
4139,2070419657,Soie,Alessandro Baricco,2001,Gallimard
4145,2253063339,Les Fourmis,Bernard Werber,2002,LGF
4161,2253137243,Le Jour des fourmis,Bernard Werber,1995,LGF
4168,2253144452,La RÃ?Â©volution des fourmis,Bernard Werber,1998,LGF
4177,2264027134,Haute FidÃ?Â©litÃ?Â©,Nick Hornby,1999,Editions 10/18
4184,226612269X,Ou Es-Tu?,Marc Levy,2003,Distribooks Inc
4189,2290318329,L'Homme aux cercles bleus,Fred Vargas,2002,J'ai lu
4194,2878580753,Un peu plus loin sur la droite (Chemins nocturnes),Fred Vargas,1996,V. Hamy
4197,8423310353,El Camino (Coleccion Destinolibro),Miguel Delibes,1991,Continental Book Company
4208,0446310786,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company
4371,3423118709,Title Kassandra. ErzÃ?Â¤hlung. ( Sammlung Luchterhand im dtv).,Christa Wolf,1993,Dtv
4376,3442723078,Die Asche Meiner Mutter,Frank McCourt,1999,"Wilhelm Goldmann Verlag, GmbH"
4380,0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
4475,0312864590,"Crossroads of Twilight (The Wheel of Time, Book 10)",Robert Jordan,2003,Tor Fantasy
4478,0345348664,The Illearth War (Chronicles of Thomas Covenant the Unbeliever),Stephen R. Donaldson,1989,Del Rey Books
4483,0345348672,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, Book 3)",Stephen R. Donaldson,1993,Del Rey Books
4489,0345354621,The Terminal Man,Michael Crichton,1988,Ballantine Books
4517,0345385764,Night Manager,JOHN LE CARRE,1994,Ballantine Books
4521,0345435036,Crying Wolf,PETER ABRAHAMS,2001,Fawcett
4526,0425104273,The First Deadly Sin,Lawrence Sanders,1993,Berkley Publishing Group
4531,0425172546,Southern Cross,Patricia Daniels Cornwell,1999,Berkley Publishing Group
4578,0440218667,The Select,F. Paul Wilson,1995,Dell
4582,0440220602,The Chamber,John Grisham,1995,Dell Publishing Company
4699,0451180054,Trial by Fire,Nancy Taylor Rosenberg,1996,Signet Book
4709,0451198514,Stealing Faces,Michael Prescott,1999,Signet Book
4716,0515131520,Darkling I Listen,Katherine Sutcliffe,2001,Jove Books
4720,0553266306,The Day of the Jackal,Frederick Forsyth,1982,Bantam Books
4724,0765342987,Kushiel's Dart,Jacqueline Carey,2002,Tor Books
4749,0812550307,"The Fires of Heaven (The Wheel of Time, Book 5)",Robert Jordan,1994,Tor Fantasy
4767,0843949163,In the Dark,Richard Laymon,2001,Leisure Books
4772,0886773741,Tailchaser's Song,Tad Williams,1994,Daw Books
4781,0886774802,"Stone of Farewell (Memory, Sorrow, and Thorn, Book 2)",Tad Williams,1994,Daw Books
4792,0886774829,"Stronghold (Dragon Star, Book 1)",Melanie Rawn,1994,Daw Books
4802,0886775426,"The Dragon Token (Dragon Star, Book 2)",Melanie Rawn,1994,Daw Books
4810,0886775957,"Skybowl (Dragon Star, Book 3)",Melanie Rawn,1994,Daw Books
4819,1572971835,Courage Under Fire,Patrick Sheane Duncan,1996,Berkley Publishing Group
4822,0590417827,"Karen's Kittycat Club (Baby-Sitters Little Sister, 4)",Ann M. Martin,1989,Scholastic Paperbacks
4825,0590436422,"Karen's Home Run (Baby-Sitters Little Sister, 18)",Ann M. Martin,1991,Scholastic
4827,0590436465,Baby-Sitters Little Sister #14:  Karen's New Year,Ann M. Martin,1995,Scholastic
4829,059043649X,"Karen's Ghost (Baby-Sitters Little Sister, 12)",Ann M. Martin,1990,Scholastic
4830,0590442988,"Karen's Little Sister (Baby-Sitters Little Sister, 6)",Ann M. Martin,1990,Scholastic
4831,0590442996,"Karen's Worst Day (Baby-Sitters Little Sister, 3)",Ann M. Martin,1990,Scholastic
4834,0590448595,"Karen's School Trip (Baby-Sitters Little Sister, 24)",Ann M. Martin,1992,Scholastic Paperbacks (Mm)
4837,0060930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial
4871,0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
4914,0689817851,Go Ask Alice,Anonymous,1998,Simon Pulse
4950,0874869870,She Said Yes: The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,1999,Plough Publishing House
4965,0061083259,Dreamcatcher,Dinah McCall,1996,HarperTorch
4970,0061087017,Legend,Sharon Sala,1998,HarperTorch
4972,0061094404,Power of a Woman,Barbara Taylor Bradford,1998,HarperTorch
4980,0671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star
5025,0684845768,COAST ROAD : A NOVEL,Barbara Delinsky,1998,Simon &amp; Schuster
5029,0312244266,Winter Solstice,Rosamunde Pilcher,2000,Thomas Dunne Books
5054,3423202327,MÃ?Â¶rder ohne Gesicht.,Henning Mankell,1999,Dtv
5075,3492045170,Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,Michael Moore,2003,Piper
5098,3499101505,Der Richter Und Sein Henker,Friedrich Duerenmatt,2000,Distribooks Inc
5103,3548359698,Warum MÃ?Â¤nner nicht zuhÃ?Â¶ren und Frauen schlecht einparken.,Allan Pease,2000,Ullstein Tb
5119,3596214629,"Herr Der Fliegen (Fiction, Poetry and Drama)",Golding,0,Fischer Taschenbuch Verlag GmbH
5127,0671011367,Deja Dead,Kathy Reichs,1998,Pocket
5172,0618045996,Riding the Bus with My Sister: A True Life Journey,Rachel Simon,2002,Houghton Mifflin Company
5181,0671025368,The Coldest Winter Ever,Sister Souljah,2000,Pocket
5186,0553581112,Justice Hall: A Mary Russell Novel (Mary Russell Novels (Paperback)),Laurie R. King,2003,Bantam Books
5192,0805047379,The Sweetheart Season: A Novel,Karen Joy Fowler,1996,Henry Holt &amp; Company
5196,0373250223,Name &amp; Address Withheld (Red Dress Ink (Paperback)),Jane Sigaloff,2002,Red Dress Ink
5212,9681500830,El Principito/Little Prince,Antonie De Saint,1998,"Editores Mexicanos Unidos, S.A."
5217,0425182150,Perish Twice,Robert B. Parker,2001,Berkley Publishing Group
5226,1883473004,Mutant Message: Down Under,Marlo Morgan,1992,Bookpeople
5230,0061007129,Kane &amp; Abel,Jeffrey Archer,1993,HarperTorch
5234,0061000027,Dance Hall of the Dead (Joe Leaphorn Novels),Tony Hillerman,1990,HarperTorch
5254,0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy
5301,0880381736,"Dragons of Autumn Twilight (Dragonlance Chronicles, Vol 1)",Margaret Weis,1990,TSR
5319,0880381744,Dragons of Winter Night,Margaret Weis,1985,Wizards of the Coast
5329,0060505885,The Scandalous Summer of Sissy LeBlanc : A Novel,Loraine Despres,2002,Perennial
5350,0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch
5411,0312283709,Running with Scissors,Augusten Burroughs,2002,St. Martin's Press
5436,0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks
5524,0380731851,Mystic River,Dennis Lehane,2002,HarperTorch
5610,0446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001,Warner Vision
5678,0446611212,Violets Are Blue,James Patterson,2002,Warner Vision
5754,0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book
5790,0609804138,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press
5870,0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
6027,0743407067,The First Time,Joy Fielding,2001,Pocket Star
6043,074343627X,Dreamcatcher,Stephen King,2001,Pocket
6109,0786013230,Out of Sight,T. J. MacGregor,2002,Pinnacle Books
6113,3426615355,How to be good.,Nick Hornby,2003,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
6116,3442435838,Die PrÃ?Â¼fung.,F. Paul Wilson,1996,Goldmann
6120,3442455707,MilitÃ?Â¤rmusik.,Wladimir Kaminer,2003,Goldmann
6127,0330262130,Restaurant At the End of the Universe,Douglas Adams,0,Pan Books Ltd
6155,0385720920,Choke,CHUCK PALAHNIUK,2002,Anchor
6186,0393319296,Invisible Monsters,Chuck Palahniuk,1999,W.W. Norton &amp; Company
6215,0553262505,"A Wizard of Earthsea (Earthsea Trilogy, Book 1)",URSULA K. LE GUIN,1984,Bantam
6245,0805062971,Fight Club,Chuck Palahniuk,1999,Owl Books
6280,3257228007,Das Parfum: Die Geschichte Eines Morders,Patrick Suskind,1994,Distribooks Inc
6300,3453171500,Nackt.,David Sedaris,2000,Heyne
6303,0590108395,"The Hidden Stairs and the Magic Carpet (Secret of Droon, No 1)",Tony Abbott,1999,Scholastic
6307,3442451353,Das Wunschspiel.,Patrick Redmond,2002,Goldmann
6310,1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books
6353,0434009407,Hannibal,Thomas Harris,0,William Heinemann Ltd(england
6359,0375700668,A Samba for Sherlock,Jo Soares,1998,Vintage Books USA
6362,8472230082,Relato de un nÃ¡ufrago,Gabriel Garcia Marquez,1984,Tusquets
6370,0064404773,Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,1993,HarperCollins Publishers
6383,0064407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins
6479,081297106X,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003,Random House Trade Paperbacks
6502,0066210151,The Book of Shadows: A Novel,James Reese,2002,William Morrow
6508,0425191184,Red Rabbit,Tom Clancy,2003,Berkley Publishing Group
6535,0751503894,The Physician,Noah Gordon,2001,Warner Futura
6543,0385503822,The Summons,John Grisham,2002,Doubleday Books
6614,0399138684,The Cat Who Came to Breakfast (Cat Who... (Hardcover)),Lilian Jackson Braun,1994,Putnam Pub Group
6621,0425189864,Mortal Prey,John Sandford,2003,Berkley Publishing Group
6643,0440236053,Writ of Execution,Perri O'Shaughnessy,2002,Dell Publishing Company
6671,0440241073,The Summons,John Grisham,2002,Dell Publishing Company
6804,0553586122,Reap the Wind,Iris Johansen,2002,Bantam Books
6834,0865472807,Hard Laughter: A Novel,Anne Lamott,1987,North Point Press
6838,0312960344,Pandora's Clock,John J. Nance,1996,St. Martin's Press
6845,055358068X,The Least Likely Bride,Jane Feather,2000,Bantam
6852,0688174590,Kisscut : A Novel,Karin Slaughter,2002,William Morrow
6856,031286504X,I Am Legend,Richard Matheson,1997,Orb Books
6869,0345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
6991,0375756981,The Vagina Monologues: The V-Day Edition,Eve Ensler,2000,Villard Books
7028,0553382411,The Elegant Gathering of White Snows,KRIS RADISH,2003,Bantam
7038,0671027662,Coast Road: A Novel,Barbara Delinsky,1999,Pocket Books
7063,0767903382,Tender at the Bone: Growing Up at the Table,Ruth Reichl,1999,Broadway Books
7082,1558744592,A 4th Course of Chicken Soup for the Soul: 101 More Stories to Open the Heart and Rekindle the Spirit,Jack Canfield,1997,Health Communications
7101,0312979517,The Tin Collectors : A Novel (A Shane Scully Novel),Stephen J. Cannell,2002,St. Martin's Paperbacks
7113,0316152196,Angels Flight (Detective Harry Bosch Mysteries),Michael Connelly,1999,Little Brown &amp; Co
7121,0316154059,City of Bones,Michael Connelly,2002,Warner Books
7143,0316287555,Day of Confession,Allan Folsom,1998,"Little, Brown"
7154,034541389X,Flesh and Blood,Jonathan Kellerman,2002,Ballantine Books
7199,0345450175,Balance of Power,RICHARD NORTH PATTERSON,2003,Ballantine Books
7208,0345452550,A Cold Heart: An Alex Delaware Novel,JONATHAN KELLERMAN,2003,Ballantine Books
7230,0380975017,Devil's Claw: A Joanna Brady Mystery,J.A. Jance,2000,William Morrow
7237,0399146504,The Devil's Code,John Sandford,2000,G. P. Putnam's Sons
7248,0399146687,Perish Twice,Robert B. Parker,2000,Putnam Publishing Group
7253,0399147101,Potshot,Robert B. Parker,2001,G. P. Putnam's Sons
7263,0399147322,McNally's Chance,Lawrence Sanders,2001,G. P. Putnam's Sons
7266,0399148337,Midnight Runner,Jack Higgins,2002,Putnam Publishing Group
7271,0399148450,Widow's Walk (Spenser Mysteries (Hardcover)),Robert Parker,2002,Putnam Publishing Group
7283,0399148639,Mortal Prey,John Sandford,2002,Putnam Publishing Group
7308,0399148728,Fire Ice: A Novel from the NUMA Files,Clive Cussler,2002,Putnam Publishing Group
7320,0399149783,Monkeewrench,P. J. Tracy,2003,Putnam Publishing Group
7333,0399150870,Stone Cold: A Jesse Stone Novel,Robert B. Parker,2003,Putnam Publishing Group
7343,0399151451,Bad Business,Robert B. Parker,2004,Putnam Publishing Group
7360,0399151478,Live Bait,P. J. Tracy,2004,Putnam Publishing Group
7365,0425183181,A Little Magic,Nora Roberts,2002,Berkley Publishing Group
7375,0440111323,A Catskill Eagle,Robert B. Parker,1993,Dell Publishing Company
7382,0440122147,Early Autumn,Robert B. Parker,1992,Dell Publishing Company
7388,0440221463,All Our Yesterdays,ROBERT PARKER,1995,Dell
7392,0446519480,An Isolated Incident,Susan R. Sloan,1998,Warner Books Inc
7395,0449221512,I Is for Innocent,Sue Grafton,1994,Fawcett Books
7446,0670894184,Back Roads,Tawni O'Dell,2000,Viking Books
7476,0671024094,The Coffin Dancer (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,1999,Pocket Books
7498,0679450408,Silent Witness,Richard North Patterson,1997,Random House Inc
7513,0684846608,Fountain Society : A NOVEL,Wes Craven,1999,Simon &amp; Schuster
7517,0684871726,City of Dreams: A Novel of Early Manhattan,Beverly Swerling,2001,Simon &amp; Schuster
7518,074320607X,"Nighttime Is My Time (Clark, Mary Higgins)",Mary Higgins Clark,2004,Simon &amp; Schuster
7534,0743486226,Angels &amp; Demons,Dan Brown,2003,Atria
7558,0804109990,Homicide: A Year on the Killing Streets,David Simon,1993,Ivy Books
