,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
11047,080410526X,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books
11112,0070212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill
11170,0316693200,2nd Chance,James Patterson,2002,"Little, Brown"
11208,0385508042,The King of Torts,John Grisham,2003,Doubleday Books
11255,0385510438,The Last Juror,John Grisham,2004,Doubleday
11291,1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,Health Communications
11334,0316777722,Me Talk Pretty One Day,David Sedaris,2000,"Little, Brown"
11364,0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974,HarperTrophy
11411,0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,1992,Plume Books
11434,0679734775,The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage
11472,0345435168,Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001,Ballantine Books
11497,0743418174,Good in Bed,Jennifer Weiner,2002,Washington Square Press
11628,0385511612,Bleachers,John Grisham,2003,Doubleday
11675,0061015725,Prey,Michael Crichton,2003,Avon Books
11717,0142004235,East of Eden (Oprah's Book Club),John Steinbeck,2003,Penguin Books
11751,0375707972,The Reader,Bernhard Schlink,1999,Vintage Books USA
11827,0312421273,The Corrections: A Novel,Jonathan Franzen,2002,Picador USA
11859,1400031346,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,2002,Anchor (UK)
11899,0345391055,Disclosure,Michael Crichton,1994,Ballantine Books
11944,0380018179,The Thorn Birds,Colleen McCullough,1978,Avon
11992,034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995,Ballantine Books
12013,0373825013,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992,Harlequin
12030,0425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
12050,0425147363,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995,Berkley Publishing Group
12063,0440211727,A Time to Kill,JOHN GRISHAM,1992,Dell
12183,0440213525,The Client,John Grisham,1994,Dell Publishing Company
12283,0440214041,The Pelican Brief,John Grisham,1993,Dell
12389,0440218535,Smilla's Sense of Snow,Peter Hoeg,1997,Island
12405,0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell
12473,0446359866,Presumed Innocent,Scott Turow,1989,Warner Books
12509,0451170385,Four Past Midnight,Stephen King,2001,Signet Book
12536,0671004565,We'll Meet Again,Mary Higgins Clark,2000,Pocket
12557,067976397X,Corelli's Mandolin : A Novel,LOUIS DE BERNIERES,1995,Vintage
12579,0515121843,Sea Swept (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books
12610,0743225406,The Shipping News : A Novel,Annie Proulx,2001,Scribner
12638,0316769487,The Catcher in the Rye,J.D. Salinger,1991,"Little, Brown"
12759,0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992,Avon
12795,0345441036,Black House,Stephen King,2002,Ballantine Books
12825,0449212602,The Handmaid's Tale,Margaret Atwood,1989,Fawcett Books
12896,0452264464,Beloved (Plume Contemporary Fiction),Toni Morrison,1994,Plume
12947,0449005615,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002,Ballantine Books
12996,0440235162,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company
13023,0385502532,Drowning Ruth,Christina Schwarz,2000,Doubleday
13050,0553272535,Night,Elie Wiesel,1982,Bantam Books
13101,076790592X,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Mitch Albom,2002,Broadway
13121,0061097314,The Bean Trees,Barbara Kingsolver,1998,HarperTorch
13156,0060915544,The Bean Trees,Barbara Kingsolver,1989,Perennial
13223,0380789019,Neverwhere,Neil Gaiman,1998,Avon
13288,067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA
13412,0060928336,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial
13568,0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books
13723,0446675059,The Honk and Holler Opening Soon,Billie Letts,1999,Warner Books
13759,0440226430,Summer Sisters,Judy Blume,1999,Dell Publishing Company
13861,006019491X,Daughter of Fortune : A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins
13880,0451163966,One Flew Over the Cuckoo's Nest,Ken Kesey,1989,Signet Book
13912,0452269571,Bastard Out of Carolina,Dorothy Allison,1993,Plume Books
13953,0375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA
14021,0385492081,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1998,Anchor
14084,038542471X,The Client,John Grisham,1993,Doubleday Books
14111,0446532231,"Dude, Where's My Country?",Michael Moore,2003,Warner Books
14175,0446670251,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books
14230,0670880728,Bridget Jones's Diary,Helen Fielding,1998,Viking Books
14265,0679429220,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,1994,Random House
14328,0804105820,It Was on Fire When I Lay Down on It,Robert Fulghum,1993,Ivy Books
14358,0452283205,Falling Angels,Tracy Chevalier,2002,Plume Books
14393,0684865742,Tis: A Memoir,Frank McCourt,2000,Scribner
14432,0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone
14490,0743437802,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2003,Pocket
14508,0312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks
14532,0312983824,Faking It,Jennifer Crusie,2003,St. Martin's Paperbacks
14566,0451203771,Scarlet Feather,Maeve Binchy,2002,Signet Book
14600,051512317X,Rising Tides,Nora Roberts,2001,Jove Books
14625,0515124214,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books
14649,051513628X,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books
14686,0515136379,Key of Knowledge (Key Trilogy (Paperback)),Nora Roberts,2003,Jove Books
14726,0515136530,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003,Jove Pubns
14768,0425147517,The Key to Midnight,Dean R. Koontz,1995,Berkley Publishing Group
14787,0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000,Broadway
14825,0451169530,The Stand: Complete and Uncut,Stephen King,1991,Signet Book
14877,0316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown"
14903,0345353145,Sphere,MICHAEL CRICHTON,1988,Ballantine Books
14990,0345354613,Eaters of the Dead,MICHAEL CRICHTON,1988,Ballantine Books
15012,0345378482,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books
15055,0345378490,Congo,Michael Crichton,1995,Ballantine Books
15110,0345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books
15175,0345402871,Airframe,Michael Crichton,1997,Ballantine Books
15210,034540288X,The Lost World,Michael Crichton,1996,Ballantine Books
15265,0345417623,Timeline,MICHAEL CRICHTON,2000,Ballantine Books
15353,0399145087,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group
15376,0684874350,ANGELA'S ASHES,Frank McCourt,1996,Scribner
15445,0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion
15503,0345384369,Intensity,DEAN KOONTZ,1996,Ballantine Books
15532,0345386108,Winter Moon,Dean R. Koontz,1995,Ballantine Books
15556,0425153975,The Eyes of Darkness,Dean R. Koontz,1996,Berkley Publishing Group
15581,0440206154,Red Dragon,Thomas Harris,2000,Dell Publishing Company
15669,0446603589,Absolute Power,David Baldacci,1996,Warner Books
15697,0446611778,Last Man Standing,David Baldacci,2002,Warner Vision
15717,1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications
15761,044651652X,The Bridges of Madison County,Robert James Waller,1992,Warner Books
15852,034543479X,A Widow for One Year,JOHN IRVING,2001,Fawcett
15867,0804115761,Thousand Acres,JANE SMILEY,1996,Ivy Books
15889,0743203631,Gap Creek: The Story Of A Marriage,Robert Morgan,2000,Touchstone
15912,0449003795,P Is for Peril,Sue Grafton,2002,Ballantine Books
15953,0451206525,Dead Sleep,Greg Iles,2002,Signet Book
15975,0515130389,Carolina Moon,Nora Roberts,2001,Jove Books
16016,0553564528,Guilty as Sin,TAMI HOAG,1997,Bantam
16038,0804111359,Secret History,DONNA TARTT,1993,Ballantine Books
16082,0140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books
16115,0375702709,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA
16156,0446605239,The Notebook,Nicholas Sparks,1998,Warner Books
16274,0312924801,September,Rosamunde Pilcher,1991,St. Martin's Press
16299,0385472951,The Partner,John Grisham,1997,Doubleday Books
16335,0375727345,House of Sand and Fog,Andre Dubus III,2000,Vintage Books
16445,0060958022,Five Quarters of the Orange,Joanne Harris,2002,Perennial
16486,0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books
16643,0440235596,Tara Road,Maeve Binchy,2000,Dell Publishing Company
16691,0446606812,Message in a Bottle,Nicholas Sparks,1999,Warner Vision
16760,0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996,Pocket
16785,0671673688,While My Pretty One Sleeps,Mary Higgins Clark,1990,Pocket
16802,0671867091,Remember Me,Mary Higgins Clark,1995,Pocket
16827,0316693235,Violets Are Blue,James Patterson,2001,"Little, Brown"
16862,0399146253,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Publishing Group
16881,0399150897,Blow Fly: A Scarpetta Novel,Patricia Cornwell,2003,Putnam Publishing Group
16917,0425147584,Debt of Honor (Jack Ryan Novels),Tom Clancy,1997,Berkley Publishing Group
16941,044022103X,One True Thing,Anna Quindlen,1995,Dell
16976,0446613266,Four Blind Mice,James Patterson,2003,Warner Books
17001,068484477X,STONES FROM THE RIVER,Ursula Hegi,1997,Touchstone
17068,0446612545,The Beach House,James Patterson,2003,Warner Books
17110,0451524934,1984,George Orwell,1990,Signet Book
17173,0142000205,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books
17238,0345439104,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,2001,Ballantine Books
17285,0373218192,Engaging The Enemy,Nora Roberts,2003,Silhouette
17310,0373484003,Irish Hearts,Nora Roberts,2000,Silhouette
17333,042510107X,Red Storm Rising,Tom Clancy,1997,Berkley Publishing Group
17365,0425180964,The Bear and the Dragon (Jack Ryan Novels),Tom Clancy,2001,Berkley Publishing Group
17387,0440122090,Echoes,Maeve Binchy,1989,Dell
17412,0446611867,A Bend in the Road,Nicholas Sparks,2002,Warner Books
17466,0373218036,"Truly, Madly Manhattan",Nora Roberts,2003,Silhouette
17490,0385498802,Bee Season: A Novel,Myla Goldberg,2001,Anchor Books/Doubleday
17530,0425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,Berkley Publishing Group
17576,0688177859,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,2000,Perennial
17594,0802139256,Peace Like a River,Leif Enger,2002,Grove Press
17620,014025448X,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books
17677,0385497466,The Brethren,JOHN GRISHAM,2000,Doubleday
17710,0060977493,The God of Small Things,Arundhati Roy,1998,Perennial
17757,0743460529,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket
17780,0446604666,Sick Puppy,Carl Hiaasen,2001,Warner Vision
17819,1878424319,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing
17853,039592720X,Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co
